Id,UID,UTC,UTCMilliseconds,PCLocalTime,PCTime,ChannelBitmap,SequenceBitmap,UpdateOf,Source,encounterCount,sightingNum,classifiedAs,classifierUsed,classifier2Used,voteList,spList,freqMax,freqMin,duration,freqBeg,freqEnd,freqRange,dcMean,dcStdDev,freqMean,freqStdDev,freqMedian,freqCenter,freqRelBW,freqMaxMinRatio,freqBegEndRatio,freqQuarter1,freqQuarter2,freqQuarter3,freqSpread,dcQuarter1Mean,dcQuarter2Mean,dcQuarter3Mean,dcQuarter4Mean,freqCOFM,freqStepUp,freqStepDown,freqNumSteps,freqSlopeMean,freqAbsSlopeMean,freqPosSlopeMean,freqNegSlopeMean,freqSlopeRatio,freqBegSweep,freqBegUp,freqBegDwn,freqEndSweep,freqEndUp,freqEndDwn,numSweepsUpDwn,numSweepsDwnUp,numSweepsUpFlat,numSweepsDwnFlat,numSweepsFlatUp,numSweepsFlatDwn,freqSweepUpPercent,freqSweepDwnPercent,freqSweepFlatPercent,numInflections,inflMaxDelta,inflMinDelta,inflMaxMinDelta,inflMeanDelta,inflStdDevDelta,inflMedianDelta,infldur,stepdur,freqPeak,bw3db,bw3dbLow,bw3dbHigh,bw10db,bw10dbLow,bw10dbHigh,rmsSignal,rmsNoise,snr,nCrossings,sweepRate,meanTimeZC,medianTimeZC,varianceTimeZC,whaleTrain,clickType,ici,offlineEventID,latitude,longitude
266,4270,2017-05-22 20:30:36.192,192,2017-05-22 16:30:36.192,2023-08-30 05:58:27.116,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter266-T1-C__0__20170522_203000-Channel1-20170522_203036.csv                 ,266,AutoEvent43         ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.25733-0.0-0.00533-0.024-0.0-0.36-0.17867-0.14533-0.02933-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11437.5,9140.625,0.223,9468.75,11437.5,2296.875,0.0,0.0,9685.8552631579,609.417171280327,9468.75,10289.0625,0.223234624145786,1.25128205128205,0.827868852459016,9140.625,9375.0,9890.625,656.25,0.0,0.0,0.0,0.0,0.2296875,0.0,0.0,0.0,6810.29040404041,10266.7297979798,13972.1074380165,-10369.3181818182,-1.34744707347447,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,73.6842105263158,21.0526315789474,5.26315789473684,2.0,0.17,0.17,1.0,0.17,0.0,0.17,8.96860986547085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,4271,2017-05-22 20:30:51.317,317,2017-05-22 16:30:51.317,2023-08-30 05:58:31.495,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter267-T1-C__0__20170522_203000-Channel1-20170522_203051.csv                 ,267,AutoEvent43         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.212-0.0-0.20933-0.012-0.0-0.13067-0.116-0.14133-0.17867-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11765.625,10921.875,0.16,10921.875,11531.25,843.75,0.0,0.0,11343.75,215.148930975731,11296.875,11343.75,0.0743801652892562,1.07725321888412,0.947154471544715,11156.25,11250.0,11390.625,234.375,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,4256.62878787879,12675.1893939394,18141.2337662338,-21046.4015151515,-0.86196368311104,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,52.9411764705882,29.4117647058824,17.6470588235294,3.0,0.054,0.041,1.31707317073171,0.0475,0.00919238815542512,0.0475,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,4272,2017-05-22 20:30:55.967,967,2017-05-22 16:30:55.967,2023-08-30 05:58:33.375,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter268-T1-C__0__20170522_203000-Channel1-20170522_203055.csv                 ,268,AutoEvent43         ,Dd                  ,NWAtlWhist.model                                                                                                                ,,(0.344-0.0-0.044-0.05333-0.0-0.22133-0.09867-0.192-0.04667-)                                                                    ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11343.75,9609.375,0.246,9656.25,10734.375,1734.375,0.0,0.0,10277.34375,509.80222647835,10101.5625,10476.5625,0.165548098434005,1.18048780487805,0.899563318777293,9796.875,10078.125,10640.625,761.71875,0.0,0.0,0.0,0.0,0.1640625,0.0,0.0,0.0,4761.61067193676,11073.3695652174,14007.8671328671,-14517.0454545455,-0.964925485473431,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,82.3529411764706,17.6470588235294,0.0,4.0,0.096,0.02,4.8,0.0603333333333333,0.0382143079661707,0.065,16.260162601626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,4273,2017-05-22 20:31:42.207,207,2017-05-22 16:31:42.207,2023-08-30 05:58:48.456,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter269-T1-C__0__20170522_203000-Channel1-20170522_203142.csv                 ,269,AutoEvent43         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.248-0.0-0.11867-0.02933-0.0-0.17867-0.10933-0.14667-0.16933-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12187.5,11390.625,0.203,11390.625,12000.0,796.875,0.0,0.0,12022.2039473684,192.871256401913,12046.875,11789.0625,0.0675944333996024,1.06995884773663,0.94921875,12000.0,12140.625,12140.625,164.0625,0.0,0.0,0.0,0.0,0.0421875,0.0,0.0,0.0,2720.25051237008,9701.52155614112,12421.7720685112,-12566.2878787879,-0.988499721503227,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,58.3333333333333,41.6666666666667,0.0,5.0,0.074,0.011,6.72727272727273,0.032,0.0284370650149882,0.0215,24.6305418719212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,4274,2017-05-22 20:31:54.474,474,2017-05-22 16:31:54.474,2023-08-30 05:58:51.530,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter270-T1-C__0__20170522_203000-Channel1-20170522_203154.csv                 ,270,AutoEvent43         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.16-0.0-0.072-0.07467-0.0-0.15467-0.28267-0.072-0.184-)                                                                       ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15796.875,15000.0,0.277,15421.875,15046.875,796.875,0.0,0.0,15351.5625,237.814437160024,15398.4375,15398.4375,0.0517503805175038,1.053125,1.02492211838006,15609.375,15093.75,15375.0,468.75,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,-48.5248447204967,9164.13749294184,11647.7272727273,-11771.7352092352,-0.989465619613101,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,57.1428571428571,35.7142857142857,7.14285714285714,5.0,0.043,0.032,1.34375,0.03975,0.00518812747209113,0.042,18.0505415162455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,4275,2017-05-22 20:32:04.210,210,2017-05-22 16:32:04.210,2023-08-30 05:58:55.254,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter271-T1-C__0__20170522_203000-Channel1-20170522_203204.csv                 ,271,AutoEvent43         ,Dd                  ,NWAtlWhist.model                                                                                                                ,,(0.33733-0.0-0.05733-0.02-0.0-0.17333-0.12133-0.21467-0.076-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12046.875,10640.625,0.202,10640.625,11625.0,1406.25,0.0,0.0,11496.09375,336.949592305636,11531.25,11343.75,0.12396694214876,1.13215859030837,0.915322580645161,11390.625,11578.125,11578.125,128.90625,0.0,0.0,0.0,0.0,0.0890625,0.0,0.0,0.0,4687.5,10115.1315789474,11718.75,-25781.25,-0.454545454545455,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,83.3333333333333,16.6666666666667,0.0,3.0,0.075,0.021,3.57142857142857,0.048,0.0381837661840736,0.048,14.8514851485149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,4276,2017-05-22 20:33:25.715,715,2017-05-22 16:33:25.715,2023-08-30 05:59:23.000,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter272-T1-C__0__20170522_203000-Channel1-20170522_203325.csv                 ,272,AutoEvent43         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.268-0.0-0.136-0.024-0.0-0.24133-0.032-0.272-0.02667-)                                                                        ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11531.25,9562.5,0.172,9562.5,11437.5,1968.75,0.0,0.0,10516.5441176471,661.863790835762,10453.125,10546.875,0.186666666666667,1.20588235294118,0.836065573770492,9890.625,10453.125,11156.25,1265.625,0.0,0.0,0.0,0.0,0.1640625,0.0,0.0,0.0,10941.9389204545,12007.2798295455,14122.5961538462,-8522.72727272727,-1.65705128205128,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,4277,2017-05-22 20:34:08.088,88,2017-05-22 16:34:08.088,2023-08-30 05:59:51.577,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter273-T1-C__0__20170522_203000-Channel1-20170522_203408.csv                 ,273,AutoEvent43         ,Dd                  ,NWAtlWhist.model                                                                                                                ,,(0.40533-0.0-0.02-0.02267-0.0-0.25733-0.08667-0.15467-0.05333-)                                                                 ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12046.875,10500.0,0.278,10640.625,11812.5,1546.875,0.0,0.0,11050.3472222222,464.510745162902,10828.125,11273.4375,0.137214137214137,1.14732142857143,0.900793650793651,10546.875,10828.125,11343.75,679.6875,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4253.16870629371,10301.0270979021,11129.679144385,-11231.737012987,-0.99091343854615,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,75.0,25.0,0.0,3.0,0.193,0.053,3.64150943396226,0.123,0.0989949493661167,0.123,10.7913669064748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,4278,2017-05-22 20:34:24.546,546,2017-05-22 16:34:24.546,2023-08-30 05:59:59.676,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter274-T1-C__0__20170522_203000-Channel1-20170522_203424.csv                 ,274,AutoEvent43         ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.14533-0.0-0.04667-0.12933-0.0-0.15067-0.12-0.31467-0.09333-)                                                                 ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,10640.625,8437.5,0.215,8484.375,9796.875,2203.125,0.0,0.0,8928.57142857143,673.210363170649,8531.25,9539.0625,0.230958230958231,1.26111111111111,0.866028708133971,8437.5,8531.25,9140.625,656.25,0.0,0.0,0.0,0.0,0.1828125,0.0,0.0,0.0,6592.0928030303,14612.9261363636,17670.8491161616,-26736.1111111111,-0.660935655253837,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,73.6842105263158,21.0526315789474,5.26315789473684,4.0,0.14,0.011,12.7272727272727,0.0573333333333333,0.0717658228778388,0.021,18.6046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,4279,2017-05-22 20:45:03.595,595,2017-05-22 16:45:03.595,2023-08-30 06:00:26.054,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter275-T1-C__0__20170522_204500-Channel1-20170522_204503.csv                 ,275,AutoEvent44         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.22267-0.0-0.03067-0.03467-0.0-0.276-0.06667-0.148-0.22133-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11765.625,11109.375,0.255,11484.375,11578.125,656.25,0.0,0.0,11550.0,155.392383221179,11578.125,11437.5,0.0573770491803279,1.05907172995781,0.991902834008097,11531.25,11578.125,11484.375,105.46875,0.0,0.0,0.0,0.0,0.065625,0.0,0.0,0.0,-1197.06225791752,9516.15544543176,7903.13852813853,-12721.9460227273,-0.621220881932675,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,4280,2017-05-22 20:46:40.618,618,2017-05-22 16:46:40.618,2023-08-30 06:01:22.345,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter276-T1-C__0__20170522_204500-Channel1-20170522_204640.csv                 ,276,AutoEvent44         ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.05867-0.0-0.03467-0.232-0.0-0.30133-0.03067-0.328-0.01467-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11812.5,7359.375,0.299,7359.375,11812.5,4453.125,0.0,0.0,9365.30172413793,1375.75069423042,9375.0,9585.9375,0.464547677261614,1.60509554140127,0.623015873015873,8015.625,9375.0,10406.25,2203.125,0.0,0.0,0.0,0.0,0.39375,0.0,0.0,0.0,14997.6325757576,14997.6325757576,14997.6325757576,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,4281,2017-05-22 20:48:21.747,747,2017-05-22 16:48:21.747,2023-08-30 06:02:14.277,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter277-T1-C__0__20170522_204500-Channel1-20170522_204821.csv                 ,277,AutoEvent44         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.04667-0.0-0.04267-0.10667-0.0-0.24133-0.01333-0.25867-0.29067-)                                                              ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,10781.25,7687.5,0.182,7687.5,10593.75,3093.75,0.0,0.0,8886.94852941176,996.032924180918,8484.375,9234.375,0.33502538071066,1.40243902439024,0.725663716814159,8015.625,8484.375,9375.0,1265.625,0.0,0.0,0.0,0.0,0.2765625,0.0,0.0,0.0,15888.1645698052,18018.846387987,18083.7391774892,-17045.4545454545,-1.0609126984127,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,4282,2017-05-22 20:48:39.038,38,2017-05-22 16:48:39.038,2023-08-30 06:02:28.775,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter278-T1-C__0__20170522_204500-Channel1-20170522_204839.csv                 ,278,AutoEvent44         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.14933-0.0-0.04933-0.04533-0.0-0.26267-0.248-0.07867-0.16667-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,15187.5,14390.625,0.16,14390.625,14671.875,796.875,0.0,0.0,14865.234375,235.232805229734,14882.8125,14789.0625,0.0538827258320127,1.05537459283388,0.980830670926517,14765.625,15046.875,15187.5,339.84375,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,1802.39898989899,9264.5202020202,11857.4134199134,-11193.1818181818,-1.05934251873338,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,41.6666666666667,8.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,4283,2017-05-22 20:48:39.038,38,2017-05-22 16:48:39.038,2023-08-30 06:02:29.084,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter279-T1-C__0__20170522_204500-Channel1-20170522_204839.csv                 ,279,AutoEvent44         ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.164-0.0-0.024-0.07467-0.0-0.376-0.1-0.15333-0.108-)                                                                          ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13125.0,12421.875,0.181,12515.625,12421.875,703.125,0.0,0.0,12841.1458333333,232.143172773703,12843.75,12773.4375,0.055045871559633,1.05660377358491,1.00754716981132,12984.375,13078.125,12750.0,351.5625,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,-568.181818181818,11539.1042780749,11656.6051136364,-11434.6590909091,-1.0194099378882,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,44.4444444444444,55.5555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,4284,2017-05-22 20:49:49.314,314,2017-05-22 16:49:49.314,2023-08-30 06:03:14.468,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter280-T1-C__0__20170522_204500-Channel1-20170522_204949.csv                 ,280,AutoEvent44         ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.072-0.0-0.04933-0.12-0.0-0.088-0.26133-0.30933-0.1-)                                                                         ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14859.375,13218.75,0.151,13312.5,14203.125,1640.625,0.0,0.0,13853.125,540.259734162322,13781.25,14039.0625,0.11686143572621,1.12411347517731,0.937293729372937,13312.5,13781.25,14250.0,843.75,0.0,0.0,0.0,0.0,0.1453125,0.0,0.0,0.0,6156.99404761905,15897.2537878788,12864.9779040404,-34090.9090909091,-0.377372685185185,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.129,0.129,1.0,0.129,0.0,0.129,13.2450331125828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,4285,2017-05-22 20:49:49.794,794,2017-05-22 16:49:49.794,2023-08-30 06:03:14.790,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter281-T1-C__0__20170522_204500-Channel1-20170522_204949.csv                 ,281,AutoEvent44         ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.21067-0.0-0.024-0.08933-0.0-0.17467-0.07467-0.34667-0.08-)                                                                   ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,13687.5,11953.125,0.15,11953.125,13171.875,1734.375,0.0,0.0,12768.75,536.450387134862,12750.0,12820.3125,0.135283363802559,1.14509803921569,0.907473309608541,12187.5,12750.0,13078.125,820.3125,0.0,0.0,0.0,0.0,0.1359375,0.0,0.0,0.0,8218.34415584416,14914.7727272727,13494.3181818182,-46875.0,-0.287878787878788,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,4286,2017-05-28 23:00:33.792,792,2017-05-28 19:00:33.792,2023-08-30 06:03:37.092,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter282-T1-C__0__20170528_230000-Channel1-20170528_230033.csv                 ,282,AutoEvent45         ,Ambig               ,NWAtlWhist.model                                                                                                                ,,(0.15867-0.0-0.04533-0.13067-0.0-0.22133-0.25467-0.12667-0.06267-)                                                              ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14671.875,13218.75,0.203,13218.75,14625.0,1453.125,0.0,0.0,13801.7578125,490.127758575825,13687.5,13945.3125,0.104201680672269,1.10992907801418,0.903846153846154,13359.375,13687.5,14015.625,679.6875,0.0,0.0,0.0,0.0,0.1265625,0.0,0.0,0.0,8071.33838383838,11480.4292929293,12219.8547979798,-12784.0909090909,-0.955864197530864,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.172,0.172,1.0,0.172,0.0,0.172,9.85221674876847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,4287,2017-05-28 23:00:58.367,367,2017-05-28 19:00:58.367,2023-08-30 06:03:50.451,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter283-T1-C__0__20170528_230000-Channel1-20170528_230058.csv                 ,283,AutoEvent45         ,Sf                  ,NWAtlWhist.model                                                                                                                ,,(0.19467-0.0-0.00933-0.076-0.0-0.29733-0.04533-0.35067-0.02667-)                                                                ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,14015.625,10734.375,0.15,10734.375,14015.625,3281.25,0.0,0.0,11791.1931818182,1229.76339360926,10921.875,12375.0,0.265151515151515,1.3056768558952,0.765886287625418,10781.25,10921.875,12421.875,1757.8125,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,17176.7197646104,17176.7197646104,24538.1710923006,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,81.8181818181818,9.09090909090909,9.09090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,4288,2017-05-28 23:01:11.754,754,2017-05-28 19:01:11.754,2023-08-30 06:03:54.366,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter284-T1-C__0__20170528_230000-Channel1-20170528_230111.csv                 ,284,AutoEvent45         ,Dd                  ,NWAtlWhist.model                                                                                                                ,,(0.30267-0.0-0.06533-0.05333-0.0-0.17067-0.09867-0.24-0.06933-)                                                                 ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,12375.0,10125.0,0.277,10125.0,11718.75,2250.0,0.0,0.0,11145.8333333333,636.817366419193,11062.5,11250.0,0.2,1.22222222222222,0.864,10734.375,11062.5,11625.0,1031.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,5819.3108974359,13626.3476107226,12037.7886002886,-25372.8693181818,-0.474435447143635,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,94.7368421052632,5.26315789473684,0.0,3.0,0.192,0.01,19.2,0.101,0.128693434175952,0.101,10.8303249097473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,4289,2017-05-28 23:02:16.722,722,2017-05-28 19:02:16.722,2023-08-30 06:04:14.099,0,,0,D:\Tailwinds\DolSpCls_T1C_Bottlenose\outputs\Encounter285-T1-C__0__20170528_230000-Channel1-20170528_230216.csv                 ,285,AutoEvent45         ,Sc                  ,NWAtlWhist.model                                                                                                                ,,(0.03467-0.0-0.016-0.23067-0.0-0.42267-0.096-0.02533-0.17467-)                                                                  ,(Dd-Gg-Gm-Sa-Sb-Sc-Scl-Sf-Tt-)                                                                                                  ,11296.875,8203.125,0.267,11203.125,8203.125,3093.75,0.0,0.0,9228.96634615385,982.929914565182,8906.25,9750.0,0.317307692307692,1.37714285714286,1.36571428571429,9796.875,9046.875,8343.75,1359.375,0.0,0.0,0.0,0.0,0.24375,0.0,0.0,0.0,-11190.3409090909,12281.25,6818.18181818182,-15441.8361244019,-0.441539578794481,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.33333333333333,87.5,4.16666666666667,2.0,0.011,0.011,1.0,0.011,0.0,0.011,7.49063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
